alert_id,sensor_node_id,social_node_id,incident_type,sensor_location,timestamp,sequence_frame,temperature_celsius,smoke_density_ppm,co2_level_ppm,humidity_percentage,crowd_density,traffic_density,visibility_score,fire_area_ratio,network_latency_ms,propagation_delay_sec,routing_path_length,node_influence_score,coverage_percentage,alert_reliability_score,social_alerts_forwarded,response_time_sec,emergency_severity,alert_priority,fire_detected,smoke_detected,sensor_confidence_score,mobile_alerts_sent,citizen_reports_received,target_label
ALERT_000094,FIRE_NODE_0425,USER_NODE_07533,kitchen_fire,industrial_area,2026-05-14 12:15:44.298300,14,190.05,562.59,1694.34,45.11,0.71,0.175,0.201,0.0287,594.39,40.16,3,0.501,90.65,0.934,2138,353.29,low,medium,0,1,0.952,10707,138,0
ALERT_000095,FIRE_NODE_0316,USER_NODE_08818,warehouse_fire,parking_area,2026-05-14 12:15:47.298300,15,81.02,205.35,1786.9,8.71,0.536,0.937,0.085,0.0838,372.72,56.1,7,0.35,70.43,0.712,2995,93.26,moderate,high,1,1,0.986,9757,137,1
ALERT_000096,FIRE_NODE_0166,USER_NODE_04023,warehouse_fire,commercial_complex,2026-05-14 12:15:50.298300,9,213.9,85.53,4787.97,46.54,0.869,0.46,0.514,0.3203,540.15,9.24,15,0.078,58.48,0.904,1847,125.1,critical,urgent,1,0,0.895,4045,384,2
ALERT_000097,FIRE_NODE_0238,USER_NODE_09337,industrial_fire,metro_station,2026-05-14 12:15:53.298300,11,214.73,185.17,3559.45,33.84,0.869,0.185,0.673,0.5456,756.8,41.31,1,0.522,77.07,0.952,2025,344.51,critical,urgent,1,1,0.709,13992,166,2
ALERT_000098,FIRE_NODE_0094,USER_NODE_07989,electrical_fire,shopping_mall,2026-05-14 12:15:56.298300,9,207.92,852.27,3576.66,19.02,0.662,0.4,0.636,0.0738,533.12,59.97,6,0.096,98.63,0.818,1146,523.1,low,medium,1,1,0.927,14473,305,0
ALERT_000099,FIRE_NODE_0360,USER_NODE_04527,industrial_fire,residential_building,2026-05-14 12:15:59.298300,17,144.23,907.06,4465.47,31.27,0.334,0.671,0.777,0.4967,642.29,26.7,4,0.827,47.21,0.858,351,8.43,critical,urgent,1,1,0.794,4004,368,2
ALERT_000100,FIRE_NODE_0209,USER_NODE_08005,industrial_fire,warehouse_zone,2026-05-14 12:16:02.298300,16,109.13,523.71,3660.06,30.26,0.454,0.245,0.386,0.1516,77.09,36.6,11,0.685,77.17,0.834,2916,230.97,moderate,high,1,1,0.95,8091,229,1
ALERT_000101,FIRE_NODE_0406,USER_NODE_00283,urban_fire,forest_region,2026-05-14 12:16:05.298300,8,135.84,616.68,712.83,27.18,0.386,0.405,0.572,0.3492,494.17,46.13,7,0.822,83.09,0.977,2834,15.85,critical,urgent,1,1,0.757,4036,156,2
ALERT_000102,FIRE_NODE_0340,USER_NODE_09529,forest_fire,parking_area,2026-05-14 12:16:08.298300,18,46.32,805.17,4551.33,20.83,0.928,0.07,0.891,0.2318,99.11,29.67,9,0.294,57.09,0.789,1409,482.8,moderate,high,1,1,0.856,7021,381,1
ALERT_000103,FIRE_NODE_0282,USER_NODE_05420,forest_fire,parking_area,2026-05-14 12:16:11.298300,9,99.48,763.57,3751.06,22.72,0.419,0.131,0.213,0.4443,161.52,31.98,5,0.724,46.41,0.865,1030,157.65,critical,urgent,1,1,0.979,3827,61,2
ALERT_000104,FIRE_NODE_0370,USER_NODE_03156,forest_fire,commercial_complex,2026-05-14 12:16:14.298300,18,129.62,982.71,3021.0,7.82,0.637,0.952,0.591,0.5334,709.68,14.46,13,0.251,76.66,0.819,2827,504.72,critical,urgent,1,1,0.961,3083,98,2
ALERT_000105,FIRE_NODE_0111,USER_NODE_07934,forest_fire,forest_region,2026-05-14 12:16:17.298300,4,106.85,345.3,4034.31,22.86,0.824,0.43,0.651,0.0666,506.61,27.65,14,0.607,50.08,0.914,796,518.36,low,medium,1,1,0.763,4903,116,0
ALERT_000106,FIRE_NODE_0185,USER_NODE_02940,forest_fire,residential_building,2026-05-14 12:16:20.298300,18,61.75,106.48,3424.67,44.46,0.551,0.24,0.402,0.3884,407.48,59.28,3,0.18,81.71,0.817,1124,259.78,critical,urgent,1,1,0.908,795,498,2
ALERT_000107,FIRE_NODE_0028,USER_NODE_09067,forest_fire,industrial_area,2026-05-14 12:16:23.298300,16,166.18,1190.21,1164.93,11.77,0.727,0.583,0.297,0.0562,86.81,53.76,2,0.232,59.4,0.766,51,216.22,low,medium,1,1,0.72,9455,145,0
ALERT_000108,FIRE_NODE_0241,USER_NODE_07844,building_fire,shopping_mall,2026-05-14 12:16:26.298300,6,135.84,155.73,4121.57,20.19,0.545,0.881,0.636,0.3488,272.98,20.65,1,0.686,99.65,0.892,1035,336.88,critical,urgent,1,1,0.912,14168,244,2
ALERT_000109,FIRE_NODE_0059,USER_NODE_01071,building_fire,parking_area,2026-05-14 12:16:29.298300,3,126.41,147.36,3074.11,67.25,0.184,0.693,0.231,0.3506,95.41,27.57,10,0.768,60.85,0.893,2579,478.29,critical,urgent,1,1,0.969,11296,27,2
ALERT_000110,FIRE_NODE_0078,USER_NODE_02445,warehouse_fire,forest_region,2026-05-14 12:16:32.298300,3,86.06,527.23,1270.63,69.51,0.928,0.545,0.808,0.341,506.4,6.26,4,0.768,47.66,0.94,486,470.31,critical,urgent,1,1,0.906,9193,391,2
ALERT_000111,FIRE_NODE_0214,USER_NODE_09934,industrial_fire,warehouse_zone,2026-05-14 12:16:35.298300,17,51.33,419.5,1757.7,28.41,0.097,0.938,0.548,0.2021,329.65,27.38,7,0.621,70.94,0.967,1846,300.69,moderate,high,1,1,0.988,14934,226,1
ALERT_000112,FIRE_NODE_0153,USER_NODE_09643,building_fire,forest_region,2026-05-14 12:16:38.298300,19,194.0,313.53,4694.62,12.56,0.819,0.387,0.84,0.5649,648.62,47.61,10,0.339,44.86,0.817,247,108.25,critical,urgent,1,1,0.902,10038,491,2
ALERT_000113,FIRE_NODE_0379,USER_NODE_01626,warehouse_fire,warehouse_zone,2026-05-14 12:16:41.298300,7,105.57,1172.68,3420.28,58.46,0.141,0.863,0.88,0.3192,492.88,46.12,5,0.216,70.15,0.816,2706,92.09,critical,urgent,1,1,0.807,1380,80,2
ALERT_000114,FIRE_NODE_0123,USER_NODE_02848,industrial_fire,commercial_complex,2026-05-14 12:16:44.298300,6,56.93,108.91,1194.73,67.6,0.554,0.966,0.439,0.2061,414.79,26.93,1,0.15,78.45,0.763,1674,373.65,moderate,high,1,1,0.889,7431,352,1
ALERT_000115,FIRE_NODE_0305,USER_NODE_07700,forest_fire,residential_building,2026-05-14 12:16:47.298300,8,71.6,148.71,4035.35,34.89,0.068,0.995,0.102,0.4533,787.27,15.11,5,0.185,47.28,0.788,2896,65.12,critical,urgent,1,1,0.901,4682,359,2
ALERT_000116,FIRE_NODE_0441,USER_NODE_07439,urban_fire,warehouse_zone,2026-05-14 12:16:50.298300,9,55.9,650.55,4985.47,57.91,0.619,0.313,0.612,0.3449,352.35,8.71,13,0.892,66.99,0.756,2561,223.82,critical,urgent,1,1,0.82,9713,338,2
ALERT_000117,FIRE_NODE_0412,USER_NODE_03242,building_fire,commercial_complex,2026-05-14 12:16:53.298300,18,189.82,901.65,3984.94,5.72,0.422,0.487,0.067,0.1726,613.03,9.09,4,0.559,52.91,0.704,2653,148.51,moderate,high,1,1,0.983,2491,465,1
ALERT_000118,FIRE_NODE_0137,USER_NODE_02331,urban_fire,residential_building,2026-05-14 12:16:56.298300,6,185.27,1154.73,2746.56,12.13,0.552,0.46,0.81,0.0683,400.83,9.85,13,0.358,84.24,0.838,1260,228.65,low,medium,1,1,0.814,9799,383,0
ALERT_000119,FIRE_NODE_0423,USER_NODE_09326,forest_fire,parking_area,2026-05-14 12:16:59.298300,4,125.4,959.22,4525.17,67.1,0.789,0.322,0.669,0.2873,218.64,50.61,8,0.087,94.11,0.834,2821,384.13,critical,urgent,1,1,0.891,5032,358,2
ALERT_000120,FIRE_NODE_0207,USER_NODE_04461,industrial_fire,parking_area,2026-05-14 12:17:02.298300,15,201.65,793.07,3301.31,9.33,0.523,0.159,0.714,0.3354,550.58,3.46,2,0.131,82.98,0.721,2450,47.4,critical,urgent,1,1,0.704,703,455,2
ALERT_000121,FIRE_NODE_0222,USER_NODE_05281,industrial_fire,forest_region,2026-05-14 12:17:05.298300,1,212.39,906.01,2154.31,24.27,0.356,0.777,0.645,0.1245,155.81,6.81,2,0.677,85.86,0.777,938,17.46,moderate,high,1,1,0.724,11097,428,1
ALERT_000122,FIRE_NODE_0441,USER_NODE_09425,industrial_fire,residential_building,2026-05-14 12:17:08.298300,9,214.38,410.9,3984.58,45.6,0.388,0.214,0.159,0.4017,624.21,38.99,10,0.554,42.52,0.981,165,480.23,critical,urgent,1,1,0.785,12552,387,2
ALERT_000123,FIRE_NODE_0090,USER_NODE_07709,industrial_fire,parking_area,2026-05-14 12:17:11.298300,9,216.49,754.11,3162.66,53.62,0.814,0.66,0.165,0.2232,743.91,14.25,3,0.404,65.92,0.827,2398,369.7,moderate,high,1,1,0.973,7191,325,1
ALERT_000124,FIRE_NODE_0417,USER_NODE_08057,urban_fire,parking_area,2026-05-14 12:17:14.298300,12,87.12,216.08,1468.87,62.65,0.649,0.293,0.784,0.5606,680.28,55.22,7,0.29,85.3,0.834,1366,505.99,critical,urgent,1,1,0.911,5310,343,2
ALERT_000125,FIRE_NODE_0054,USER_NODE_02635,forest_fire,metro_station,2026-05-14 12:17:17.298300,16,180.88,814.9,1380.69,40.43,0.985,0.938,0.089,0.1113,122.75,43.83,5,0.827,52.81,0.847,2714,505.22,moderate,high,1,1,0.913,6611,416,1
ALERT_000126,FIRE_NODE_0390,USER_NODE_09013,urban_fire,parking_area,2026-05-14 12:17:20.298300,3,139.89,741.19,2836.79,24.34,0.569,0.692,0.836,0.4154,613.67,10.44,6,0.488,40.56,0.772,1034,437.24,critical,urgent,1,1,0.988,5346,59,2
ALERT_000127,FIRE_NODE_0497,USER_NODE_06623,warehouse_fire,residential_building,2026-05-14 12:17:23.298300,18,62.36,529.67,4120.31,18.26,0.56,0.736,0.604,0.1263,297.2,47.24,8,0.577,40.31,0.921,1693,26.01,moderate,high,1,1,0.916,938,96,1
ALERT_000128,FIRE_NODE_0266,USER_NODE_05928,industrial_fire,parking_area,2026-05-14 12:17:26.298300,15,80.43,1153.04,2218.94,26.25,0.157,0.313,0.839,0.6476,307.28,27.47,13,0.736,93.17,0.872,212,237.96,critical,urgent,1,1,0.82,3385,136,2
ALERT_000129,FIRE_NODE_0282,USER_NODE_02147,forest_fire,parking_area,2026-05-14 12:17:29.298300,16,166.73,83.6,3326.19,28.11,0.796,0.102,0.579,0.3152,521.01,4.83,2,0.601,73.69,0.863,119,364.08,critical,urgent,1,0,0.896,10372,311,2
ALERT_000130,FIRE_NODE_0410,USER_NODE_03921,kitchen_fire,industrial_area,2026-05-14 12:17:32.298300,10,185.87,382.2,4230.22,37.39,0.086,0.068,0.351,0.5113,571.99,47.53,9,0.541,66.41,0.743,57,200.27,critical,urgent,1,1,0.826,9098,208,2
ALERT_000131,FIRE_NODE_0048,USER_NODE_03682,warehouse_fire,commercial_complex,2026-05-14 12:17:35.298300,15,60.51,327.09,3232.19,52.82,0.998,0.934,0.628,0.2767,516.22,47.35,2,0.162,64.59,0.944,2654,233.38,critical,urgent,1,1,0.866,13683,78,2
ALERT_000132,FIRE_NODE_0256,USER_NODE_04782,industrial_fire,forest_region,2026-05-14 12:17:38.298300,14,147.86,286.61,2193.84,26.74,0.036,0.034,0.799,0.1811,424.1,18.62,14,0.944,55.56,0.825,1977,524.27,moderate,high,1,1,0.944,7786,124,1
ALERT_000133,FIRE_NODE_0234,USER_NODE_09032,electrical_fire,metro_station,2026-05-14 12:17:41.298300,7,77.57,978.96,2616.02,36.39,0.142,0.09,0.705,0.3252,360.74,44.04,15,0.777,49.53,0.877,2456,85.54,critical,urgent,1,1,0.918,8377,382,2
ALERT_000134,FIRE_NODE_0451,USER_NODE_02237,warehouse_fire,commercial_complex,2026-05-14 12:17:44.298300,9,159.97,1151.41,903.42,8.71,0.289,0.269,0.272,0.5895,214.65,17.05,13,0.771,66.98,0.925,1700,43.89,critical,urgent,1,1,0.841,5618,478,2
ALERT_000135,FIRE_NODE_0404,USER_NODE_08319,forest_fire,residential_building,2026-05-14 12:17:47.298300,10,50.88,150.17,4588.32,14.05,0.537,0.417,0.363,0.5854,37.02,40.16,12,0.965,73.61,0.972,1223,36.09,critical,urgent,1,1,0.821,13771,300,2
ALERT_000136,FIRE_NODE_0297,USER_NODE_08023,warehouse_fire,industrial_area,2026-05-14 12:17:50.298300,15,90.53,898.52,4917.71,21.67,0.658,0.206,0.559,0.3042,778.16,36.9,9,0.382,46.85,0.744,1984,139.06,critical,urgent,1,1,0.773,5704,170,2
ALERT_000137,FIRE_NODE_0283,USER_NODE_08904,building_fire,parking_area,2026-05-14 12:17:53.298300,11,193.86,708.57,2902.92,12.46,0.862,0.726,0.111,0.4616,443.96,5.82,14,0.485,69.08,0.748,773,567.69,critical,urgent,1,1,0.946,11477,122,2
ALERT_000138,FIRE_NODE_0293,USER_NODE_06275,electrical_fire,metro_station,2026-05-14 12:17:56.298300,2,162.08,597.77,2411.77,47.31,0.55,0.072,0.511,0.5251,378.21,4.07,6,0.797,52.08,0.775,1938,103.0,critical,urgent,1,1,0.796,11604,467,2
ALERT_000139,FIRE_NODE_0416,USER_NODE_06247,building_fire,industrial_area,2026-05-14 12:17:59.298300,16,177.43,661.71,1501.48,62.06,0.881,0.872,0.265,0.296,788.29,46.55,1,0.076,43.91,0.835,518,545.99,critical,urgent,1,1,0.856,8279,494,2
ALERT_000140,FIRE_NODE_0303,USER_NODE_05440,warehouse_fire,commercial_complex,2026-05-14 12:18:02.298300,15,132.12,198.13,3489.83,58.44,0.387,0.778,0.918,0.1364,428.2,17.94,2,0.803,74.66,0.884,2155,479.76,moderate,high,1,1,0.815,14966,233,1
ALERT_000141,FIRE_NODE_0008,USER_NODE_02362,building_fire,industrial_area,2026-05-14 12:18:05.298300,3,205.14,676.99,1295.0,50.23,0.795,0.324,0.821,0.5895,235.99,59.03,8,0.184,52.12,0.753,1086,536.92,critical,urgent,1,1,0.89,5596,319,2
ALERT_000142,FIRE_NODE_0355,USER_NODE_06513,kitchen_fire,commercial_complex,2026-05-14 12:18:08.298300,11,71.62,573.16,3307.31,10.43,0.884,0.806,0.505,0.6288,345.85,59.06,14,0.685,78.08,0.748,2763,529.75,critical,urgent,1,1,0.824,14129,273,2
ALERT_000143,FIRE_NODE_0195,USER_NODE_05189,kitchen_fire,parking_area,2026-05-14 12:18:11.298300,18,73.39,94.12,3062.93,39.28,0.722,0.891,0.121,0.4768,166.18,51.63,1,0.828,72.45,0.906,2530,192.04,critical,urgent,1,0,0.837,1171,120,2
ALERT_000144,FIRE_NODE_0324,USER_NODE_04709,electrical_fire,commercial_complex,2026-05-14 12:18:14.298300,14,188.79,594.38,2174.31,37.12,0.83,0.342,0.206,0.4642,664.26,6.94,2,0.278,48.52,0.801,2596,272.96,critical,urgent,1,1,0.917,11582,446,2
ALERT_000145,FIRE_NODE_0052,USER_NODE_07270,electrical_fire,forest_region,2026-05-14 12:18:17.298300,1,158.95,775.44,2150.45,59.69,0.477,0.979,0.621,0.0864,547.42,20.18,1,0.702,44.18,0.751,1329,514.16,moderate,high,1,1,0.766,13094,28,1
ALERT_000146,FIRE_NODE_0151,USER_NODE_05874,forest_fire,metro_station,2026-05-14 12:18:20.298300,5,191.48,392.79,3428.68,50.12,0.518,0.312,0.241,0.0264,257.08,39.54,4,0.941,92.27,0.922,2176,474.13,low,medium,0,1,0.893,6801,289,0
ALERT_000147,FIRE_NODE_0350,USER_NODE_02951,electrical_fire,industrial_area,2026-05-14 12:18:23.298300,3,90.55,1096.06,3551.22,41.43,0.12,0.453,0.464,0.5626,446.39,23.44,10,0.978,46.64,0.823,1567,30.0,critical,urgent,1,1,0.915,10203,349,2
ALERT_000148,FIRE_NODE_0124,USER_NODE_08154,industrial_fire,industrial_area,2026-05-14 12:18:26.298300,8,205.66,393.64,4376.7,23.99,0.912,0.756,0.774,0.0166,770.99,43.87,8,0.34,89.76,0.782,2613,524.29,low,medium,0,1,0.733,4211,235,0
ALERT_000149,FIRE_NODE_0131,USER_NODE_00154,warehouse_fire,parking_area,2026-05-14 12:18:29.298300,10,168.15,685.58,1024.75,20.72,0.022,0.474,0.321,0.3909,251.85,18.7,11,0.756,42.89,0.962,2239,512.1,critical,urgent,1,1,0.894,2638,37,2
ALERT_000150,FIRE_NODE_0227,USER_NODE_05662,industrial_fire,forest_region,2026-05-14 12:18:32.298300,14,148.81,1079.38,1415.45,10.13,0.247,0.797,0.081,0.3809,796.44,51.49,12,0.545,43.82,0.941,1025,361.39,critical,urgent,1,1,0.733,7534,432,2
ALERT_000151,FIRE_NODE_0155,USER_NODE_03264,building_fire,parking_area,2026-05-14 12:18:35.298300,4,61.43,1098.78,3544.48,58.9,0.88,0.576,0.516,0.2826,267.22,26.64,4,0.785,76.12,0.959,1563,268.81,critical,urgent,1,1,0.876,9420,183,2
ALERT_000152,FIRE_NODE_0295,USER_NODE_04848,kitchen_fire,forest_region,2026-05-14 12:18:38.298300,1,155.48,742.7,3691.59,20.43,0.517,0.113,0.396,0.3195,528.73,57.08,14,0.621,84.62,0.847,2697,382.29,critical,urgent,1,1,0.721,6534,140,2
ALERT_000153,FIRE_NODE_0005,USER_NODE_09273,warehouse_fire,residential_building,2026-05-14 12:18:41.298300,20,89.52,485.28,2678.97,7.97,0.149,0.284,0.924,0.2187,395.99,12.57,12,0.63,56.84,0.76,2035,312.36,moderate,high,1,1,0.702,13695,462,1
ALERT_000154,FIRE_NODE_0463,USER_NODE_04690,warehouse_fire,warehouse_zone,2026-05-14 12:18:44.298300,20,46.34,325.36,761.57,12.02,0.345,0.805,0.565,0.3357,248.92,55.97,13,0.427,45.23,0.879,1444,72.73,critical,urgent,1,1,0.8,3638,325,2
ALERT_000155,FIRE_NODE_0098,USER_NODE_04107,kitchen_fire,industrial_area,2026-05-14 12:18:47.298300,4,133.8,1059.13,2771.6,50.65,0.993,0.14,0.297,0.2595,349.03,25.25,15,0.912,82.84,0.876,2571,189.08,critical,urgent,1,1,0.939,10639,20,2
ALERT_000156,FIRE_NODE_0159,USER_NODE_07223,urban_fire,shopping_mall,2026-05-14 12:18:50.298300,5,212.14,999.74,606.89,46.37,0.061,0.265,0.104,0.3944,555.54,7.75,2,0.415,67.37,0.807,1209,77.01,critical,urgent,1,1,0.821,5402,382,2
ALERT_000157,FIRE_NODE_0213,USER_NODE_02878,electrical_fire,industrial_area,2026-05-14 12:18:53.298300,18,176.46,159.53,952.79,28.06,0.942,0.672,0.661,0.2384,483.06,1.6,15,0.654,94.8,0.878,1499,524.85,moderate,high,1,1,0.91,8747,256,1
ALERT_000158,FIRE_NODE_0468,USER_NODE_04466,warehouse_fire,industrial_area,2026-05-14 12:18:56.298300,9,66.1,1090.75,892.35,39.71,0.151,0.022,0.43,0.1953,399.08,35.05,15,0.092,47.38,0.862,1974,209.18,moderate,high,1,1,0.911,13263,151,1
ALERT_000159,FIRE_NODE_0383,USER_NODE_05550,warehouse_fire,commercial_complex,2026-05-14 12:18:59.298300,15,159.15,1027.08,3646.97,32.95,0.676,0.283,0.326,0.5139,368.21,48.1,2,0.831,91.45,0.966,577,261.44,critical,urgent,1,1,0.792,12406,494,2
ALERT_000160,FIRE_NODE_0116,USER_NODE_06512,warehouse_fire,shopping_mall,2026-05-14 12:19:02.298300,3,146.88,495.71,3244.73,50.86,0.692,0.381,0.2,0.2827,131.22,53.52,13,0.379,49.27,0.707,1617,389.26,critical,urgent,1,1,0.885,278,135,2
ALERT_000161,FIRE_NODE_0275,USER_NODE_02025,building_fire,shopping_mall,2026-05-14 12:19:05.298300,9,104.61,160.32,2402.37,25.23,0.68,0.61,0.378,0.1455,790.67,27.79,10,0.704,48.43,0.841,1561,21.38,moderate,high,1,1,0.847,13524,326,1
ALERT_000162,FIRE_NODE_0482,USER_NODE_06087,urban_fire,warehouse_zone,2026-05-14 12:19:08.298300,16,213.7,510.31,771.58,7.01,0.394,0.168,0.071,0.4928,377.65,18.07,1,0.905,46.97,0.977,2538,191.81,critical,urgent,1,1,0.958,14537,482,2
ALERT_000163,FIRE_NODE_0288,USER_NODE_05375,industrial_fire,warehouse_zone,2026-05-14 12:19:11.298300,3,150.52,1005.91,4929.66,23.75,0.962,0.396,0.397,0.2245,442.3,10.09,11,0.576,72.5,0.921,1902,501.02,moderate,high,1,1,0.828,14949,358,1
ALERT_000164,FIRE_NODE_0155,USER_NODE_06690,urban_fire,industrial_area,2026-05-14 12:19:14.298300,2,97.91,370.46,1456.34,8.75,0.349,0.278,0.92,0.3647,290.88,35.25,1,0.182,66.64,0.882,1247,295.89,critical,urgent,1,1,0.817,8121,59,2
ALERT_000165,FIRE_NODE_0050,USER_NODE_03847,industrial_fire,industrial_area,2026-05-14 12:19:17.298300,13,218.92,1065.95,3342.99,42.01,0.624,0.209,0.406,0.0305,390.93,33.04,8,0.266,97.84,0.964,1520,434.68,low,medium,1,1,0.855,11035,486,0
ALERT_000166,FIRE_NODE_0381,USER_NODE_08851,building_fire,industrial_area,2026-05-14 12:19:20.298300,14,197.24,226.33,4078.24,13.11,0.796,0.283,0.839,0.6139,136.06,28.3,11,0.982,69.0,0.95,406,355.3,critical,urgent,1,1,0.809,13709,250,2
ALERT_000167,FIRE_NODE_0316,USER_NODE_06687,forest_fire,residential_building,2026-05-14 12:19:23.298300,12,95.01,307.61,3951.91,30.13,0.516,0.497,0.57,0.5633,784.98,25.05,4,0.836,85.87,0.866,1817,573.85,critical,urgent,1,1,0.758,7335,486,2
ALERT_000168,FIRE_NODE_0121,USER_NODE_05943,urban_fire,shopping_mall,2026-05-14 12:19:26.298300,18,64.12,1036.44,2532.26,60.05,0.894,0.072,0.845,0.2942,418.14,37.97,15,0.93,41.15,0.838,2642,414.19,critical,urgent,1,1,0.91,5926,31,2
ALERT_000169,FIRE_NODE_0204,USER_NODE_04521,electrical_fire,commercial_complex,2026-05-14 12:19:29.298300,15,166.19,230.57,1917.34,28.32,0.806,0.286,0.24,0.6226,26.91,59.87,2,0.693,89.71,0.785,2715,13.52,critical,urgent,1,1,0.914,3525,328,2
ALERT_000170,FIRE_NODE_0328,USER_NODE_09784,urban_fire,residential_building,2026-05-14 12:19:32.298300,11,190.98,909.33,1228.54,53.97,0.771,0.662,0.74,0.5506,498.61,6.23,4,0.513,44.66,0.818,516,247.23,critical,urgent,1,1,0.719,12943,289,2
ALERT_000171,FIRE_NODE_0106,USER_NODE_01125,warehouse_fire,warehouse_zone,2026-05-14 12:19:35.298300,19,106.04,204.32,4156.23,66.6,0.082,0.956,0.52,0.1982,79.95,30.54,4,0.805,82.43,0.715,955,48.38,moderate,high,1,1,0.817,5433,396,1
ALERT_000172,FIRE_NODE_0076,USER_NODE_09765,urban_fire,forest_region,2026-05-14 12:19:38.298300,5,96.68,340.27,1836.42,57.23,0.93,0.411,0.865,0.2124,391.62,14.34,3,0.658,98.74,0.875,2213,217.9,moderate,high,1,1,0.888,4156,408,1
ALERT_000173,FIRE_NODE_0090,USER_NODE_01802,kitchen_fire,residential_building,2026-05-14 12:19:41.298300,5,66.51,1075.3,2813.57,34.21,0.59,0.629,0.115,0.4453,208.71,43.12,1,0.831,88.24,0.86,1468,314.5,critical,urgent,1,1,0.741,12993,403,2
ALERT_000174,FIRE_NODE_0122,USER_NODE_09648,forest_fire,residential_building,2026-05-14 12:19:44.298300,6,180.69,383.98,2785.46,23.48,0.142,0.633,0.099,0.4879,267.72,1.01,5,0.536,42.81,0.78,215,425.65,critical,urgent,1,1,0.718,2126,379,2
ALERT_000175,FIRE_NODE_0216,USER_NODE_08620,urban_fire,commercial_complex,2026-05-14 12:19:47.298300,16,191.88,84.28,1686.03,53.16,0.323,0.111,0.374,0.1794,677.32,19.49,8,0.799,93.51,0.826,1483,546.42,moderate,high,1,0,0.809,8458,303,1
ALERT_000176,FIRE_NODE_0056,USER_NODE_07406,industrial_fire,warehouse_zone,2026-05-14 12:19:50.298300,20,213.71,180.0,3622.88,37.1,0.394,0.636,0.683,0.0078,150.22,43.07,1,0.683,97.96,0.921,2979,570.71,low,medium,0,1,0.904,12882,465,0
ALERT_000177,FIRE_NODE_0444,USER_NODE_08544,forest_fire,parking_area,2026-05-14 12:19:53.298300,1,97.16,198.01,4040.02,46.87,0.058,0.366,0.911,0.3278,357.53,28.0,1,0.248,62.12,0.807,1962,36.15,critical,urgent,1,1,0.923,13932,205,2
ALERT_000178,FIRE_NODE_0219,USER_NODE_01769,building_fire,parking_area,2026-05-14 12:19:56.298300,3,117.89,1000.84,4341.53,18.78,0.661,0.478,0.842,0.1442,548.69,36.86,15,0.331,48.2,0.889,331,444.47,moderate,high,1,1,0.792,5327,311,1
ALERT_000179,FIRE_NODE_0076,USER_NODE_01077,electrical_fire,forest_region,2026-05-14 12:19:59.298300,20,157.85,522.55,3738.11,17.95,0.891,0.295,0.381,0.0425,106.98,31.44,11,0.304,90.13,0.704,2398,230.56,low,medium,1,1,0.798,9034,364,0
ALERT_000180,FIRE_NODE_0167,USER_NODE_06241,industrial_fire,forest_region,2026-05-14 12:20:02.298300,15,48.38,219.29,2420.03,37.04,0.41,0.536,0.586,0.0114,381.99,57.85,9,0.543,80.65,0.79,2480,465.52,low,medium,0,1,0.924,7098,50,0
ALERT_000181,FIRE_NODE_0407,USER_NODE_01875,warehouse_fire,warehouse_zone,2026-05-14 12:20:05.298300,14,136.23,1173.14,1152.42,6.1,0.772,0.809,0.158,0.1763,33.69,18.31,8,0.784,71.08,0.801,936,226.18,moderate,high,1,1,0.7,6829,173,1
ALERT_000182,FIRE_NODE_0424,USER_NODE_07431,building_fire,metro_station,2026-05-14 12:20:08.298300,4,97.47,804.03,4886.46,60.06,0.033,0.9,0.755,0.5083,377.24,24.48,6,0.338,43.94,0.766,1749,151.73,critical,urgent,1,1,0.84,5170,340,2
ALERT_000183,FIRE_NODE_0131,USER_NODE_06133,electrical_fire,parking_area,2026-05-14 12:20:11.298300,3,175.8,610.67,854.52,67.26,0.943,0.787,0.942,0.3562,770.96,5.46,2,0.397,53.52,0.757,350,88.78,critical,urgent,1,1,0.88,1577,221,2
ALERT_000184,FIRE_NODE_0050,USER_NODE_06106,warehouse_fire,industrial_area,2026-05-14 12:20:14.298300,18,181.73,727.69,1246.64,57.72,0.64,0.394,0.657,0.1726,289.25,55.13,1,0.326,68.2,0.958,2403,426.09,moderate,high,1,1,0.718,9251,287,1
ALERT_000185,FIRE_NODE_0169,USER_NODE_02003,building_fire,shopping_mall,2026-05-14 12:20:17.298300,14,70.78,88.78,3376.06,34.1,0.143,0.958,0.527,0.161,410.47,41.1,14,0.122,56.48,0.934,2954,278.5,moderate,high,1,0,0.859,892,495,1
ALERT_000186,FIRE_NODE_0148,USER_NODE_09838,forest_fire,shopping_mall,2026-05-14 12:20:20.298300,4,120.74,129.17,1329.3,33.96,0.217,0.059,0.809,0.6379,638.65,51.37,10,0.28,97.64,0.757,2079,571.1,critical,urgent,1,1,0.988,3535,79,2
ALERT_000187,FIRE_NODE_0337,USER_NODE_07901,electrical_fire,commercial_complex,2026-05-14 12:20:23.298300,12,169.55,1178.88,3105.98,21.87,0.443,0.598,0.116,0.4064,785.32,12.22,14,0.803,94.47,0.974,2279,576.28,critical,urgent,1,1,0.851,6072,58,2
